event_id,title,category,location,is_free
ffd5a32347b49dc8a4672dfa,Event Title 396,music,Addis Ababa,True
5652242b0c39a28ae769c58f,Event Title 397,tech,Bahir Dar,False
7d584618286b1bf15f0620d7,Event Title 398,tech,Bahir Dar,True
bd18761733eb86527655807a,Event Title 399,sports,Addis Ababa,False
e78d291e5d90bd824828fcf8,Event Title 400,education,Hawassa,False
72dfddcfe594e66dfe73b4de,Event Title 401,tech,Addis Ababa,True
945ddb41f58fdc9aa5da3330,Event Title 402,education,Mekelle,True
e82c7cea51ed8d64bdecd55d,Event Title 403,art,Mekelle,False
f5f0448154d9651cc7a6142e,Event Title 404,education,Hawassa,True
fd25e7de8fe8536c61036f07,Event Title 405,music,Addis Ababa,False
3f9346a3f2bbc0052bb560b2,Event Title 406,tech,Addis Ababa,True
4717d34590ace9d91b66a0e5,Event Title 407,art,Addis Ababa,True
d533f2f0f326b64afae80337,Event Title 408,music,Mekelle,True
469f7a547bdf04a1cce7bac0,Event Title 409,education,Mekelle,True
b0f0de04a47f11b277f9d117,Event Title 410,sports,Bahir Dar,False
1c08668d0b9b8fc624c9295f,Event Title 411,music,Addis Ababa,True
65a32c274ed494e439b37a0e,Event Title 412,art,Hawassa,True
71564371be3dc999b8499b89,Event Title 413,education,Hawassa,False
d61a4fc35085dce3909d65e3,Event Title 414,music,Hawassa,False
c77ac4cd2a7ef905dfd7aa54,Event Title 415,education,Hawassa,False
4994c2f399d3bf9bfb426dbf,Event Title 416,education,Hawassa,False
4adcb38fedb66db3426a034e,Event Title 417,music,Addis Ababa,True
4f1aab290dc0072960d7a4de,Event Title 418,sports,Hawassa,False
f65809c0d4643b52ead5ed47,Event Title 419,music,Hawassa,True
0cacf86ffa33bd8c851d9447,Event Title 420,tech,Addis Ababa,False
0cdf76e3e97a82de180df557,Event Title 421,sports,Bahir Dar,True
002c4d2d18a74336df7165a8,Event Title 422,music,Mekelle,True
fb9467962c1c2d40c371226a,Event Title 423,music,Addis Ababa,True
1199bd54460e9d85505ab7b5,Event Title 424,sports,Hawassa,False
374191bfc967f29f232de7b9,Event Title 425,art,Hawassa,True
aada2eaa2d4aed6797375529,Event Title 426,tech,Mekelle,False
ade71812910abfc02085b724,Event Title 427,tech,Mekelle,False
62e76bf562856d901daad313,Event Title 428,education,Addis Ababa,True
41ca26c4ffc8356c994d71d4,Event Title 429,art,Bahir Dar,False
13bf78e0586eeda8c02c384a,Event Title 430,tech,Bahir Dar,False
abe6b10bb11b3dc64680cc56,Event Title 431,sports,Mekelle,False
2046427a54a807b2626807a1,Event Title 432,art,Hawassa,True
b927a29392dd7f2b46e81b45,Event Title 433,music,Addis Ababa,False
2d4a5ac679c495183a42397a,Event Title 434,art,Addis Ababa,False
c98847849dcaf92ce35d8b6e,Event Title 435,tech,Bahir Dar,False
847d90a6bde07e9933c04326,Event Title 436,tech,Hawassa,False
1807ce8536ac9ded9f48d2c1,Event Title 437,music,Mekelle,False
2b92bf75b0225950c577eba2,Event Title 438,tech,Hawassa,True
b4e8f631d6152f994f6ead21,Event Title 439,tech,Mekelle,True
8de593288098a325f1a7e578,Event Title 440,music,Addis Ababa,True
c47356ef2ec6e29e200e4acd,Event Title 441,music,Bahir Dar,True
7ff3287da3d548e438467cee,Event Title 442,sports,Hawassa,False
55d38400a2877b8637aaaacb,Event Title 443,tech,Hawassa,False
0171ff7bacf6356ce1768b48,Event Title 444,education,Mekelle,True
5b87d538e41d24e4319d0703,Event Title 445,education,Addis Ababa,True
72dd5168eb8f71f811e7a654,Event Title 446,music,Addis Ababa,True
e37a679191e0b859dcff8ade,Event Title 447,art,Mekelle,True
583bedd1873d6da71c92891b,Event Title 448,sports,Hawassa,True
2306251c20dfb4bf8170dc6d,Event Title 449,education,Bahir Dar,False
fd2ff8221de3011034d9d96f,Event Title 450,tech,Addis Ababa,False
50486a4e2bac9a9044dd28e1,Event Title 451,education,Bahir Dar,True
1c6b899be54c62bb634d80a0,Event Title 452,tech,Bahir Dar,False
c1a230414e3a14d402c32897,Event Title 453,education,Bahir Dar,True
c2820c3fbca5b9e3c28f612c,Event Title 454,music,Bahir Dar,False
84b61d42bf3f806ef395963e,Event Title 455,sports,Bahir Dar,True
b20775087f3f69657a43054e,Event Title 456,art,Bahir Dar,True
3feff380ee282c2cf3a3eb81,Event Title 457,education,Mekelle,False
d6e0793c7c3b99c31494f492,Event Title 458,sports,Addis Ababa,True
7ad724261338d38b68205c07,Event Title 459,music,Hawassa,True
180f9a3db94d1e1f81a360a1,Event Title 460,sports,Hawassa,True
9a3b10d676a871fc7ee9d7b5,Event Title 461,art,Bahir Dar,True
6d9ff9a132f76b455a2ba36c,Event Title 462,tech,Hawassa,False
da8ee4c29a8504b52a0d543c,Event Title 463,art,Hawassa,False
a5807efcbc6d92df5d4d1d08,Event Title 464,music,Bahir Dar,False
dc393df7159a98d882fefb8c,Event Title 465,music,Hawassa,False
68ebc402b2cbf700e351062d,Event Title 466,sports,Addis Ababa,False
f864a6bb68e99dd9c63b6163,Event Title 467,art,Hawassa,True
e3d95edd97efc72019c2463d,Event Title 468,tech,Addis Ababa,False
28e63a8a6e33a870f31662ae,Event Title 469,art,Addis Ababa,False
23186164946a5b8f68a15ebc,Event Title 470,music,Mekelle,False
ec12bdbb764990a923f85a7a,Event Title 471,sports,Addis Ababa,False
011eb52699cfade48af88256,Event Title 472,music,Mekelle,True
c68a6038f76bd6a002196d44,Event Title 473,art,Bahir Dar,True
3aa37f34c619f1c140e8b4cb,Event Title 474,tech,Mekelle,False
789834b64151ff240b31cb45,Event Title 475,art,Mekelle,True
6a3242a634fa97d4258fcf1d,Event Title 476,education,Hawassa,False
4334b1e14828f58878029650,Event Title 477,art,Bahir Dar,True
7362158c7ab5f843214be281,Event Title 478,music,Bahir Dar,True
9d665d7ebc0d0ab7296849cf,Event Title 479,tech,Mekelle,True
d569661f3a3cd2cd7dd7fc21,Event Title 480,tech,Mekelle,True
9548603896dca9772e892ddd,Event Title 481,art,Mekelle,True
75da15a326250155eb3019f0,Event Title 482,education,Addis Ababa,False
6125a8764ccb2a37d92c8f3d,Event Title 483,art,Hawassa,True
4d7a6b4a361d6e9142b9c532,Event Title 484,tech,Bahir Dar,True
294145ec4b975904e3eb9a5e,Event Title 485,music,Mekelle,False
f014daa70b089144c12670e3,Event Title 486,music,Mekelle,True
cc179fe4ad159a93798e612b,Event Title 487,tech,Mekelle,False
8a8f2eb537277595e82a31cc,Event Title 488,music,Mekelle,False
3e3f9e4257af2d2c85c13050,Event Title 489,sports,Mekelle,False
d68ff72f3988af0f804386a0,Event Title 490,music,Mekelle,False
12041c3805c9945a56aed182,Event Title 491,art,Hawassa,False
3d48f68f253789f586afa0df,Event Title 492,music,Bahir Dar,False
a98c93175af28a9d87e30bb3,Event Title 493,education,Mekelle,True
256e2498aaa4445eeff8153f,Event Title 494,tech,Hawassa,True
de951158b2a8aaf63dd0a95b,Event Title 495,education,Addis Ababa,False
a0590ef76f5e7847dfe8e6cc,Event Title 496,education,Mekelle,False
1c62a81b6490da46949a6361,Event Title 497,art,Bahir Dar,False
104c009477c1e636b936ea35,Event Title 498,art,Addis Ababa,True
0e07f555c94f894bf0a1417a,Event Title 499,tech,Mekelle,True
4c6b70a02ae9f07b3deec8f9,Event Title 500,sports,Bahir Dar,False
2a2986dbd98bf9e94f458219,Event Title 501,sports,Bahir Dar,True
fb6075320c7426b74aea4fdf,Event Title 502,sports,Addis Ababa,True
32728a0e68abc1cbea970677,Event Title 503,tech,Hawassa,False
a2163281f304b3e05c9aa49e,Event Title 504,tech,Hawassa,False
b81d41628f6375b7b73f4aa1,Event Title 505,art,Hawassa,False
6e3d0b8132f5bdf5b9c89b1d,Event Title 506,education,Hawassa,False
0d63725e434d160c9a037a29,Event Title 507,art,Hawassa,False
2d6f43b9cfcdad361ff2539d,Event Title 508,education,Bahir Dar,True
fbbeb30e172bbe6ad0462261,Event Title 509,sports,Bahir Dar,False
c86dd5b7b18c3be00b17141c,Event Title 510,art,Mekelle,True
c799329cf20f6cc7005174d4,Event Title 511,art,Bahir Dar,False
a6209421fcb211f1bb8e8d43,Event Title 512,art,Hawassa,False
7196730631de7aa5d1e6c5ef,Event Title 513,sports,Mekelle,False
7c64dd4e974a134a7a3be598,Event Title 514,sports,Hawassa,True
c9ccb192c0a5f6ffc80441a9,Event Title 515,tech,Hawassa,True
c538e79e3d9da7e5fe4846ef,Event Title 516,music,Hawassa,False
7fa303369400124dcf91cc04,Event Title 517,art,Bahir Dar,False
e29813725be26570ab36fe84,Event Title 518,education,Hawassa,False
e7abd7b9575d96baa07b1bcc,Event Title 519,music,Mekelle,True
36c95f9d170a8edbe15f426d,Event Title 520,sports,Bahir Dar,False
4d5f8acc58c869aac45b669c,Event Title 521,tech,Hawassa,False
a554f39ed941ed9bfa612f24,Event Title 522,music,Addis Ababa,True
4362304391868a43cf46d5c8,Event Title 523,tech,Bahir Dar,True
ea29c88a1cf21339de60e3d1,Event Title 524,art,Addis Ababa,False
e9ec8f74cfb1e3ed7c529fcd,Event Title 525,art,Addis Ababa,False
aed976869affb2a80ffaeb45,Event Title 526,art,Bahir Dar,True
9bd6a27d3ed14a6a4fb7eafa,Event Title 527,music,Addis Ababa,False
d4c6b70fad82d9106b775e58,Event Title 528,sports,Mekelle,True
596ba02805fb8dc0b89b2580,Event Title 529,music,Mekelle,False
60dd5fa2073753262e79264a,Event Title 530,education,Mekelle,False
76907e2864d7cefb5fdeeaec,Event Title 531,tech,Bahir Dar,True
157ab290d8e7fb2381530634,Event Title 532,music,Mekelle,False
80d307e320e443a9e3d5add0,Event Title 533,education,Addis Ababa,True
4234a854503665ba91d38c5e,Event Title 534,art,Bahir Dar,True
0caf73ab07fbd0ec6812f95a,Event Title 535,sports,Addis Ababa,False
5987a2985f0966f1d5275fc5,Event Title 536,music,Bahir Dar,True
5065159c082094118b74a557,Event Title 537,tech,Mekelle,True
2b3c577331a264280051e51a,Event Title 538,education,Mekelle,False
2f5619c8528630560fa7291b,Event Title 539,tech,Bahir Dar,False
72de473019d08bcc53ac8977,Event Title 540,music,Addis Ababa,True
bf937abc7e25a4df159a50cf,Event Title 541,sports,Hawassa,True
3f71c61a144f83acb373155e,Event Title 542,education,Mekelle,True
f8a203dca5eef025a944727d,Event Title 543,art,Mekelle,True
72945505e9ec72d2639a4309,Event Title 544,education,Bahir Dar,False
cb47ce63ed0a2685735562d7,Event Title 545,art,Mekelle,True
040a3d39540794306ac56a04,Event Title 546,tech,Hawassa,False
b9553a57a276bbd1529412da,Event Title 547,education,Mekelle,True
70c9cc95c72951b55724d80f,Event Title 548,music,Addis Ababa,True
c700b98c1de1aae891b33112,Event Title 549,education,Hawassa,False
232ff73b1d77cb53a2fc9f99,Event Title 550,music,Hawassa,False
ddc3a5df436c50c8226d95fb,Event Title 551,sports,Addis Ababa,True
9a73d7628b17f26da7bd6163,Event Title 552,sports,Hawassa,False
93180f7fc6eb042bb555aef5,Event Title 553,music,Hawassa,True
a4a13bb4b45e14ba4436a9ac,Event Title 554,education,Mekelle,True
8260b17fc295bc02f1fd629a,Event Title 555,education,Mekelle,True
c036397717efae9f5e8609d2,Event Title 556,education,Mekelle,True
14f7b75a999611585d9982bd,Event Title 557,art,Bahir Dar,True
ae7f692f575b22c01ee04e12,Event Title 558,art,Hawassa,True
8975d43f6b43a3339fac601f,Event Title 559,art,Hawassa,True
4bf52f68df2ea08539c3251b,Event Title 560,education,Bahir Dar,False
a0aefa3d8d46817e08c4bb3c,Event Title 561,sports,Mekelle,False
748c0569fff8bdb87a53562d,Event Title 562,art,Bahir Dar,False
288506d1e6649b7c5e949e43,Event Title 563,tech,Hawassa,True
e9500de625fe5dfc0a8ab8f0,Event Title 564,education,Mekelle,True
593ec8fe6e3591b7b2fdbad5,Event Title 565,music,Bahir Dar,True
16c41ef71557ef52e05b78c0,Event Title 566,tech,Bahir Dar,True
2ed563c775b6ec2e4ba0e153,Event Title 567,tech,Mekelle,True
72ce98db9e5c5bb8ac088ae3,Event Title 568,tech,Addis Ababa,True
239e98ad0d9eaacb4e500c14,Event Title 569,sports,Mekelle,False
d605c3ec52afbae9603fb763,Event Title 570,education,Addis Ababa,False
0ef08acc2e4eb13774ec812b,Event Title 571,education,Mekelle,True
91da7305df59503ee603a1f2,Event Title 572,music,Bahir Dar,True
72b67b1ec9f5b84367dcabd2,Event Title 573,tech,Addis Ababa,False
cdb53fde8b632fc060337d21,Event Title 574,art,Addis Ababa,True
4b5495e6a9ad19667d2594c7,Event Title 575,music,Addis Ababa,False
19a1e6458d13b4db9eb27bd4,Event Title 576,sports,Mekelle,True
7626b2536bec1e8c7e2cc670,Event Title 577,art,Hawassa,False
5586b792f581ba4e7ff72cd5,Event Title 578,music,Bahir Dar,True
6234128c21d0a8ac7b6af8be,Event Title 579,art,Hawassa,False
eeac571a6312ac2b9c962667,Event Title 580,tech,Addis Ababa,False
b3b99c52b6dbb4d7d5a95124,Event Title 581,sports,Addis Ababa,False
6e1a35fd1644d280bc3289de,Event Title 582,sports,Bahir Dar,True
38081fd87a31dfd8f53f3672,Event Title 583,education,Hawassa,False
1a5475dadab6dc71dca244e4,Event Title 584,music,Bahir Dar,False
5605e08832fceb3ad98004dc,Event Title 585,education,Mekelle,True
2b7a54bfa25ed1ccf664e569,Event Title 586,education,Hawassa,True
9bcd6830041237bf0b79b9ad,Event Title 587,art,Addis Ababa,False
f6a03e9fd375a0514fc678d3,Event Title 588,sports,Bahir Dar,False
f174512d1f7c54232d8e69fc,Event Title 589,sports,Bahir Dar,True
8395d798b78ec72967243fd7,Event Title 590,tech,Bahir Dar,True
6c4290d403581b4d97398917,Event Title 591,education,Hawassa,False
d8568e9f9c8a47546c0c89fb,Event Title 592,music,Mekelle,True
1c496547343ac0f08c5e5ba6,Event Title 593,music,Hawassa,False
e8ea90d0b7b711a13113da7c,Event Title 594,sports,Mekelle,False
2ec9e3ccb79d324ea0fa73fb,Event Title 595,music,Addis Ababa,False
411ab728cfd74c0f5736f1c9,Event Title 596,sports,Addis Ababa,True
89c2bd05c8ded4e1c45c83c8,Event Title 597,tech,Bahir Dar,False
fec1c77ba417e1701aee585e,Event Title 598,music,Mekelle,True
f0650316110d3a1fb229ff38,Event Title 599,art,Hawassa,False
c53ba35f282bcc6cf531c8ba,Event Title 600,tech,Hawassa,True
e100818ab60dedb78664bfcb,Event Title 601,art,Addis Ababa,True
616e4abd8b08914693a07aa2,Event Title 602,art,Hawassa,False
1103cfb566c286e05eca5579,Event Title 603,music,Mekelle,False
ff4a0030d9166fb574ca95a6,Event Title 604,music,Bahir Dar,True
78a49327c94beb3a2481e4a5,Event Title 605,sports,Mekelle,False
e56e21432297fc88fd010342,Event Title 606,music,Mekelle,True
48202a3f0a5253562a511c9b,Event Title 607,education,Mekelle,False
75f0c3f318647ced1457f74b,Event Title 608,music,Hawassa,False
32b84a87e16fbc78c88c67be,Event Title 609,tech,Bahir Dar,False
21607564039f77fac350b895,Event Title 610,sports,Hawassa,False
3e69d34059a7a0d05ba4ab61,Event Title 611,art,Hawassa,False
c65821267fb7dd894bb6e64e,Event Title 612,art,Addis Ababa,False
ae8c1191431d1256fb5a22a1,Event Title 613,tech,Hawassa,False
6afa50a2b4ce8e23273228bc,Event Title 614,sports,Bahir Dar,True
0f955a8629fbf1735820d532,Event Title 615,sports,Bahir Dar,True
1ac80301a256728b9cea45c9,Event Title 616,tech,Bahir Dar,True
a684b947bc6aa29af3d5d50e,Event Title 617,art,Hawassa,True
26a1605550ba9a32a7b77384,Event Title 618,sports,Mekelle,True
c20a4cf7ea4d22dd1a967a20,Event Title 619,sports,Bahir Dar,False
f47710e111aca213c25fa112,Event Title 620,art,Bahir Dar,False
bb04fc9ee97d50fc4a227e2a,Event Title 621,music,Mekelle,False
e7e809820da6a019d94a1e16,Event Title 622,tech,Mekelle,True
6fd4e5d815c8759f36b30d12,Event Title 623,tech,Addis Ababa,False
09f4d384062be54be3767c99,Event Title 624,education,Bahir Dar,False
dcf278c3254f7f1ebd068115,Event Title 625,sports,Hawassa,True
0e922fae548ec3f511962e95,Event Title 626,art,Addis Ababa,False
adfb30d79cfcfa502c9d40c1,Event Title 627,sports,Addis Ababa,False
a51fe91ac02fea20810a4ac1,Event Title 628,music,Bahir Dar,False
83c996d76c654c83b62d14fa,Event Title 629,tech,Hawassa,True
893f6ef500fcbb4aba28def3,Event Title 630,art,Addis Ababa,True
dc627bc22383dc7fa08ffb6b,Event Title 631,art,Hawassa,True
a47362d0a20c20b01e98cc76,Event Title 632,sports,Addis Ababa,False
9eeb7cb39abfa862aeb61ba4,Event Title 633,sports,Addis Ababa,False
8ab030ee1d7fedffff89f2c5,Event Title 634,tech,Bahir Dar,True
72a04b42ec72ebfc482e1c34,Event Title 635,art,Bahir Dar,False
0ef6c1ef99268cd2e02a7fdc,Event Title 636,music,Mekelle,False
0a54612d07cf829f8ce913f6,Event Title 637,sports,Bahir Dar,False
e5b420026d84ef1909981691,Event Title 638,art,Hawassa,False
be001447335c1451021d148c,Event Title 639,education,Mekelle,False
1c1cd82f29c300617be4102b,Event Title 640,music,Bahir Dar,False
858a057497b9e0a4a6ef42ac,Event Title 641,tech,Addis Ababa,False
cd4a7b102f72d132e535538a,Event Title 642,sports,Hawassa,False
d708916e7e0a7469b53ff4c5,Event Title 643,art,Mekelle,True
b15692cf4b8dd040cd0c769a,Event Title 644,art,Bahir Dar,True
2e9498f601e278f0b68e8ebe,Event Title 645,art,Addis Ababa,False
a523ef1714de223dd7f8ea09,Event Title 646,art,Addis Ababa,False
aa808fc7efadf6700b8c48b8,Event Title 647,sports,Bahir Dar,True
b344d0a4b2ef03ae33536278,Event Title 648,art,Hawassa,False
36b07b2cb499542498d7fd36,Event Title 649,sports,Mekelle,True
625e0c5893635d71bdde34e9,Event Title 650,education,Mekelle,False
a0bd2c1b8467ea9da21e3e42,Event Title 651,education,Mekelle,True
11f701baea99912ea48bf481,Event Title 652,education,Addis Ababa,False
7a3d754dca6c32d7efff355e,Event Title 653,education,Addis Ababa,False
dd97af0ef9d0d8979abfae85,Event Title 654,music,Mekelle,True
3f88c47b3baec4e21f089539,Event Title 655,art,Addis Ababa,True
1c5fc02d08b61e9f1f74e680,Event Title 656,music,Addis Ababa,False
36c6a656adec7b76cbc16a24,Event Title 657,music,Mekelle,True
e8d66206ad02dc53d6c95c91,Event Title 658,sports,Hawassa,True
d9f3a92ccef52884249981bc,Event Title 659,education,Hawassa,False
ef31ff6b4d587e418e79f4eb,Event Title 660,sports,Hawassa,True
54ad0833497d7a49bd0959cf,Event Title 661,education,Bahir Dar,False
cb60d2bc953c8b818c8e83ae,Event Title 662,sports,Mekelle,True
9178540eb431e92fb63e71c4,Event Title 663,music,Bahir Dar,True
f6cd3c7a43160d9a5bdbd913,Event Title 664,sports,Hawassa,False
8e4d92490474d1a8175623ae,Event Title 665,sports,Addis Ababa,True
5e7c9858572a8fab66938b95,Event Title 666,art,Bahir Dar,True
307bce1410f62920cc156672,Event Title 667,tech,Hawassa,True
d7ef9be3373791bd7951a4cd,Event Title 668,education,Bahir Dar,True
f0059f24ae5c4a54f39086bc,Event Title 669,sports,Addis Ababa,True
5eee4ef773169831f6c4ffb4,Event Title 670,education,Mekelle,False
adc6c73607ad28be703d269d,Event Title 671,music,Bahir Dar,False
93c0321caeab43955d34e35a,Event Title 672,music,Hawassa,False
624856cb626573c47cfaa8d9,Event Title 673,music,Addis Ababa,True
6fc4e14e259215baaa689493,Event Title 674,tech,Bahir Dar,True
4dbe2e60b8d40e804bc279a9,Event Title 675,sports,Hawassa,True
fa0265668046e1db42c85cee,Event Title 676,education,Bahir Dar,False
d2cd547aa4c9fc290fc7093c,Event Title 677,art,Mekelle,True
bb8c2bf71bb6833315f5b0c5,Event Title 678,sports,Bahir Dar,True
782153e2a0e98a83c364b2ab,Event Title 679,sports,Bahir Dar,True
4a800e3dd967721d706b25c0,Event Title 680,sports,Addis Ababa,False
9a1b0a9ea103d7e06cdc77f4,Event Title 681,art,Bahir Dar,False
5dd14f78c4f7e42c284bcd28,Event Title 682,art,Addis Ababa,True
31ad307c0f9d78630e9bc39c,Event Title 683,tech,Bahir Dar,True
58335892216525f1ec88f02a,Event Title 684,education,Bahir Dar,True
0b8b910a53980a29b5d6f94e,Event Title 685,tech,Bahir Dar,False
c577eda1cd8f3ce79ff141ab,Event Title 686,sports,Mekelle,True
a368f6210ab506a6ab897ce5,Event Title 687,tech,Hawassa,True
40d85449c0f1fbfcbf058b1f,Event Title 688,sports,Addis Ababa,True
5b38b4b0f753a024338f9dc6,Event Title 689,art,Hawassa,False
761c2c4b97e88aba9d557cff,Event Title 690,music,Mekelle,True
2c1d44c323b3d9f4e77215c0,Event Title 691,sports,Hawassa,True
d1caf912dcce29cdb00b8f96,Event Title 692,education,Mekelle,True
26a3541c2ced7fd076bd9bc9,Event Title 693,education,Mekelle,True
9e65c9a32f4e8e5cf5c0c611,Event Title 694,music,Hawassa,False
a461583422882a680d46c91b,Event Title 695,sports,Addis Ababa,False
708f6db903928bfb3ab7278b,Event Title 696,music,Addis Ababa,False
cc5da74f6575281c831757c6,Event Title 697,tech,Hawassa,True
14240a7324bc22a4a16c94e9,Event Title 698,sports,Mekelle,False
8e443138df4446ffa8add6ec,Event Title 699,music,Hawassa,False
fe7d98b27ddc6f7232a150da,Event Title 700,education,Hawassa,False
fa5b52dea1ed583271d4bc8c,Event Title 701,tech,Addis Ababa,True
27417861d2b538680471d958,Event Title 702,tech,Hawassa,False
7ad0434bb3c0754c30282a36,Event Title 703,art,Addis Ababa,False
7691d84a6cd2646865e2553b,Event Title 704,tech,Mekelle,False
921a3847439c753c138a21b9,Event Title 705,art,Hawassa,True
3695e956eace3581a0bae5b5,Event Title 706,education,Bahir Dar,True
23609f31cdf2ba860821eb48,Event Title 707,sports,Addis Ababa,True
9a508e089573d0c50ad7f72b,Event Title 708,tech,Addis Ababa,False
41cc4648d316453f204c110a,Event Title 709,music,Bahir Dar,True
b95a54b1b0c3259eb270bdf4,Event Title 710,sports,Mekelle,True
66ed523f6ff55d339b306a0b,Event Title 711,sports,Bahir Dar,False
0a4c855f516339ef8cc31f9f,Event Title 712,sports,Mekelle,True
c70cc0931026a3c75f74e5a8,Event Title 713,education,Addis Ababa,True
090e87d80a630b676e4aae74,Event Title 714,tech,Bahir Dar,True
ba954c174583a777a3cdcbf4,Event Title 715,art,Bahir Dar,True
244a139f6302d05625a0a7a6,Event Title 716,art,Mekelle,False
76f53b281bc8201e2cc0672f,Event Title 717,education,Bahir Dar,False
51e13a7e631b58535e1c4299,Event Title 718,sports,Mekelle,True
41d98fe41629d9643667a011,Event Title 719,music,Mekelle,False
961f2dd43edc1b87b9461ea1,Event Title 720,music,Mekelle,False
c028b105f5d4e26418c642fa,Event Title 721,sports,Bahir Dar,False
76a1a7040f78af946a53f302,Event Title 722,sports,Bahir Dar,False
27cfdad1164323d58cb52c69,Event Title 723,sports,Bahir Dar,True
81cee6735514289309b48503,Event Title 724,art,Hawassa,True
f2d5c9aa63eb3a60312119f0,Event Title 725,music,Hawassa,False
9d0710b68691d71512f0b695,Event Title 726,tech,Bahir Dar,True
5bedcdcbe904d34bbba256a8,Event Title 727,art,Bahir Dar,True
913e4c1a911ca8c738d9adeb,Event Title 728,sports,Mekelle,True
0becdcc04d8a3f8948190c3f,Event Title 729,education,Addis Ababa,False
f1a1fd2216bdf007907c179d,Event Title 730,education,Addis Ababa,False
ad5f671bbe4fea3832e5fc78,Event Title 731,sports,Addis Ababa,False
fbbc7712c0102695231a8fe8,Event Title 732,education,Addis Ababa,True
68ccaa69b6a7b5670a4d311b,Event Title 733,music,Hawassa,False
c540c2cda770ba24d51a5241,Event Title 734,sports,Mekelle,False
fcdda5dc5187be146280df7b,Event Title 735,music,Mekelle,True
c7c4a694e0278266a09cb430,Event Title 736,tech,Mekelle,False
e6e676d54ef6ed4b9cdb170e,Event Title 737,sports,Hawassa,False
8347d5b1e03d4ee7c8e5db70,Event Title 738,art,Mekelle,True
6cd5d2f24e97221ae4539e35,Event Title 739,tech,Mekelle,True
e59964a09e27fa683bbd7296,Event Title 740,art,Mekelle,False
488b87496f973111ab1f6c6c,Event Title 741,sports,Addis Ababa,True
874553a2b44e80653499a04a,Event Title 742,art,Mekelle,False
9ff7c0e8bbe1bc06b863702f,Event Title 743,sports,Bahir Dar,True
243e831f74b05cda1d1e0cb9,Event Title 744,art,Mekelle,False
0aa6eb6b9fa29fc3008288ba,Event Title 745,education,Hawassa,True
394261d71e1fd5fc522183f6,Event Title 746,music,Bahir Dar,False
eca7577bd620eb9463343f48,Event Title 747,art,Mekelle,False
18c609c1642be7a4ebc0e52b,Event Title 748,art,Hawassa,False
07018ed5c90a111dfa16dcf5,Event Title 749,sports,Bahir Dar,True
8d395d676254a130b26485b4,Event Title 750,art,Bahir Dar,True
7d7f98692108e5877f53963d,Event Title 751,music,Addis Ababa,True
45722afb4ee7770babaf09db,Event Title 752,tech,Mekelle,True
cf7403100652ae8cfeba367c,Event Title 753,education,Mekelle,True
771f6009e318dcb4154b1dde,Event Title 754,art,Bahir Dar,True
e282c5dd003356c5900038d3,Event Title 755,art,Addis Ababa,True
3e27e84a744ac98e503e7e6b,Event Title 756,sports,Bahir Dar,False
8947ae34de2ea4a8ee7dbe2f,Event Title 757,sports,Mekelle,False
b9dd71c15e0d247030a27369,Event Title 758,art,Addis Ababa,False
db97dd0dd82180c773c15041,Event Title 759,art,Mekelle,True
f9b5245b5337bff66f96bd3e,Event Title 760,music,Bahir Dar,True
1a60c8f46073c4206c7b3bd8,Event Title 761,tech,Bahir Dar,True
91866874f9b75e9e21175367,Event Title 762,music,Mekelle,True
6f455cba181aae99737a5d99,Event Title 763,music,Bahir Dar,True
3740371727a4134ea5140d64,Event Title 764,art,Mekelle,False
7ca49748d0c482d93bc552d9,Event Title 765,music,Hawassa,True
24e3e558b0d8d6ffc193f1a3,Event Title 766,education,Addis Ababa,True
4fe419d9f1feeb0022b4218c,Event Title 767,tech,Hawassa,False
f206d48cbaacabb2bfb14e60,Event Title 768,education,Hawassa,False
9fa8e037b86760bbf21c2847,Event Title 769,tech,Mekelle,False
6a903b3f7e1c03b83e26b257,Event Title 770,sports,Addis Ababa,True
7201947b7ce8a865336fb3e4,Event Title 771,sports,Mekelle,True
2f31d53490603c38a7471730,Event Title 772,music,Addis Ababa,False
20c98329ede876a32ac218e5,Event Title 773,music,Mekelle,True
5519e53b9132fd06aad20e65,Event Title 774,education,Mekelle,False
cfb6f2c203fb709558b811b1,Event Title 775,sports,Addis Ababa,False
ef6df221e7735d81a388255e,Event Title 776,education,Mekelle,True
91a22b404a6bfc0df13f4ae6,Event Title 777,music,Addis Ababa,True
9ac4ca58b388518865fb7d92,Event Title 778,music,Bahir Dar,True
a795bfee58333fa6f575f175,Event Title 779,art,Mekelle,True
09cde9436216c5eda3aaebf6,Event Title 780,sports,Hawassa,False
94943e11649e22d8dec7922e,Event Title 781,sports,Hawassa,False
f7b9ae936c65f7f7f0a702a1,Event Title 782,art,Addis Ababa,True
aa87c90835f05233a7f70803,Event Title 783,education,Addis Ababa,True
3efd4ef00e899abb5be11c0b,Event Title 784,tech,Mekelle,True
71a045ab489f085362ba7201,Event Title 785,art,Mekelle,True
0c10fc190efb1886a96c4f1c,Event Title 786,sports,Addis Ababa,False
00bedb07e633c9c2fdd12b32,Event Title 787,music,Hawassa,False
97789e1d5e98616edb41ed4e,Event Title 788,education,Addis Ababa,True
abcf60572a7b310f776ab6a6,Event Title 789,music,Bahir Dar,True
3ea5449e30fae2fb3471bbdd,Event Title 790,sports,Mekelle,False
ce685427d25584d578be9aa8,Event Title 791,music,Mekelle,True
